anchor_id,node_id,haplotype_count,U,D,C,alpha,beta,gamma,final_score,selected
a118,n118,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a119,n119,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a120,n120,36,0.0,0.0410958904109589,0.75,0.35,0.35,0.3,0.2393835616438356,False
a121,n121,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a122,n122,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a123,n123,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a124,n124,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a125,n125,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a126,n126,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a127,n127,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a128,n128,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a129,n129,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a130,n130,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a131,n131,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a132,n132,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a133,n133,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a134,n134,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a135,n135,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a136,n136,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a137,n137,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a138,n138,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a139,n139,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a140,n140,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a141,n141,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a142,n142,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a143,n143,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a144,n144,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a145,n145,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a146,n146,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a147,n147,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a148,n148,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a149,n149,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a150,n150,36,0.0,0.0547945205479452,0.625,0.35,0.35,0.3,0.20667808219178083,False
a151,n151,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a152,n152,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a153,n153,36,0.0,0.0273972602739726,0.875,0.35,0.35,0.3,0.27208904109589044,False
a154,n154,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a155,n155,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a156,n156,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a157,n157,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a158,n158,36,0.0,0.2602739726027397,0.631578947368421,0.35,0.35,0.3,0.2805695746214852,False
a159,n159,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a160,n160,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a161,n161,36,0.0,0.0547945205479452,0.625,0.35,0.35,0.3,0.20667808219178083,False
a162,n162,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a163,n163,35,0.02777777777777779,0.013318112633181126,0.9930555555555556,0.35,0.35,0.3,0.3123002283105023,False
a164,n164,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a165,n165,36,0.0,0.0410958904109589,0.75,0.35,0.35,0.3,0.2393835616438356,False
a166,n166,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a167,n167,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a168,n168,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a169,n169,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a170,n170,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a171,n171,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a172,n172,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a173,n173,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a174,n174,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a175,n175,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a176,n176,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a177,n177,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a178,n178,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a179,n179,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a180,n180,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a181,n181,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a182,n182,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a183,n183,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a184,n184,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a185,n185,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a186,n186,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a187,n187,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a188,n188,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a189,n189,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a190,n190,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a191,n191,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a192,n192,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a193,n193,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a194,n194,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a195,n195,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a196,n196,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a197,n197,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a198,n198,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a199,n199,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a200,n200,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a201,n201,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a202,n202,1,0.9722222222222222,0.000380517503805175,0.7569444444444444,0.35,0.35,0.3,0.5674942922374429,False
a203,n203,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a204,n204,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a205,n205,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a206,n206,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a207,n207,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a208,n208,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a209,n209,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a210,n210,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a211,n211,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a212,n212,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a213,n213,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a214,n214,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a215,n215,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a216,n216,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a217,n217,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a218,n218,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a219,n219,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a220,n220,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a221,n221,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a222,n222,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a223,n223,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a224,n224,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a225,n225,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a226,n226,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a227,n227,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a228,n228,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a229,n229,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a230,n230,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a231,n231,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a232,n232,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a233,n233,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a234,n234,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a235,n235,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a236,n236,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a237,n237,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a238,n238,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a239,n239,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a240,n240,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a241,n241,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a242,n242,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a243,n243,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a244,n244,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a245,n245,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a246,n246,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a247,n247,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a248,n248,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a249,n249,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a250,n250,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a251,n251,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a252,n252,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a253,n253,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a254,n254,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a255,n255,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a256,n256,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a257,n257,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a258,n258,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a259,n259,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a260,n260,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a261,n261,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a262,n262,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a263,n263,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a264,n264,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a265,n265,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a266,n266,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a267,n267,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a268,n268,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a269,n269,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a270,n270,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a271,n271,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a272,n272,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a273,n273,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a274,n274,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a275,n275,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a276,n276,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a277,n277,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a278,n278,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a279,n279,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a280,n280,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a281,n281,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a282,n282,36,0.0,0.0410958904109589,0.6666666666666666,0.35,0.35,0.3,0.2143835616438356,False
a283,n283,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a284,n284,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
a285,n285,36,0.0,0.0273972602739726,0.875,0.35,0.35,0.3,0.27208904109589044,False
a286,n286,36,0.0,0.0273972602739726,0.75,0.35,0.35,0.3,0.23458904109589038,False
a287,n287,36,0.0,0.0136986301369863,1.0,0.35,0.35,0.3,0.3047945205479452,False
