assembly_id,haplotype_label,path_length,valid_transition_count,transition_fraction,mean_node_consistency,mean_edge_consistency,rescued_node_count,questionable_node_count,consistency_score
PSEN1_H_73,HEALTHY,24696,24695,1.0,0.9630733469488747,0.9995870829117458,3,0,0.9887981289581862
PSEN1_H_74,HEALTHY,24696,24695,1.0,0.9630830611926204,0.9996065108584762,2,0,0.988806871615329
PSEN1_H_75,HEALTHY,24696,24695,1.0,0.9630830611926204,0.9996065108584762,2,0,0.988806871615329
PSEN1_H_77,HEALTHY,24695,24694,1.0,0.9630720142586022,0.9995877166912064,3,0,0.9887979192849427
PSEN1_H_78,HEALTHY,24697,24696,1.0,0.9630645555168665,0.9995665242316271,4,0,0.988789323924548
PSEN1_U_1,UNHEALTHY,24697,24696,1.0,0.9630648004205834,0.9995671799895405,4,0,0.9887895941230371
PSEN1_U_2,UNHEALTHY,24698,24697,1.0,0.9630667891113712,0.9995691674724158,4,0,0.9887907869751361
PSEN1_U_3,UNHEALTHY,24699,24698,1.0,0.9630584944087099,0.9995092675664659,5,0,0.9887703285925526
PSEN1_U_4,UNHEALTHY,24696,24695,1.0,0.9630644565290484,0.9995699503194638,4,0,0.9887903220545537
PSEN1_U_7,UNHEALTHY,24696,24695,1.0,0.9630737598610267,0.9995885632264595,3,0,0.9887986969262459
PSEN1_U_8,UNHEALTHY,24697,24696,1.0,0.9630750087901171,0.9995880900810108,3,0,0.9887989296613384
PSEN1_U_9,UNHEALTHY,24695,24694,1.0,0.9630627989036163,0.9995692771378966,4,0,0.9887896228124539
PSEN1_U_10,UNHEALTHY,24697,24696,1.0,0.9630559129915557,0.9995502195071346,5,0,0.9887818397496071
PSEN1_U_11,UNHEALTHY,24695,24694,1.0,0.9630730014197142,0.9995901794102443,3,0,0.9887989542489876
PSEN1_U_12,UNHEALTHY,24697,24696,1.0,0.9630648010842793,0.9995671786620954,4,0,0.9887895939239124
PSEN1_U_13,UNHEALTHY,24695,24694,1.0,0.9630730014197142,0.9995901794102443,3,0,0.9887989542489876
PSEN1_U_15,UNHEALTHY,24695,24694,1.0,0.9630632058051652,0.9995702581547219,4,0,0.9887900391879663
PSEN1_U_16,UNHEALTHY,24695,24694,1.0,0.9630818948439632,0.9996071534335268,2,0,0.9888067144832471
PSEN1_U_17,UNHEALTHY,24694,24693,1.0,0.9630609684320887,0.9995685984151087,4,0,0.9887888700541592
PSEN1_U_18,UNHEALTHY,24695,24694,1.0,0.9630525876720143,0.9995488619228822,5,0,0.9887804348784689
PSEN1_U_19,UNHEALTHY,24695,24694,1.0,0.9630626362305754,0.9995394019576658,2,0,0.9887806114564723
PSEN1_U_20,UNHEALTHY,24698,24697,1.0,0.9630570013551254,0.9995090885415538,5,0,0.9887698269690037
PSEN1_U_21,UNHEALTHY,24698,24697,1.0,0.9630567511073928,0.999548598369459,5,0,0.9887816048430556
PSEN1_U_22,UNHEALTHY,24697,24696,1.0,0.9630455434100553,0.9995387835457831,4,0,0.9887752980867515
PSEN1_U_24,UNHEALTHY,24698,24697,1.0,0.9630662992339879,0.9995670396868096,4,0,0.9887900016762392
PSEN1_U_26,UNHEALTHY,24696,24695,1.0,0.963073183673119,0.9995867563470109,3,0,0.9887979820060389
PSEN1_U_27,UNHEALTHY,24695,24694,1.0,0.9630816479182827,0.9996066582128507,2,0,0.98880649183934
PSEN1_U_28,UNHEALTHY,24697,24696,1.0,0.9630746795312239,0.9995870996317445,3,0,0.9887985337488905
PSEN1_U_30,UNHEALTHY,24698,24697,1.0,0.963066298570319,0.9995675280569705,4,0,0.9887901479881869
PSEN1_U_31,UNHEALTHY,24698,24697,1.0,0.963066298570319,0.9995675280569705,4,0,0.9887901479881869
PSEN1_U_32,UNHEALTHY,24697,24696,1.0,0.9630647201134025,0.9995668561364421,4,0,0.9887894728749533
PSEN1_U_33,UNHEALTHY,24696,24695,1.0,0.9630930196753966,0.9996066741408437,2,0,0.988809908144872
PSEN1_U_34,UNHEALTHY,24697,24696,1.0,0.9630746782038326,0.9995870969768542,3,0,0.9887985325542061
PSEN1_U_35,UNHEALTHY,24695,24694,1.0,0.963072097238166,0.9995880459460342,3,0,0.9887980429552601
PSEN1_U_36,UNHEALTHY,24695,24694,1.0,0.963072097238166,0.9995880459460342,3,0,0.9887980429552601
PSEN1_U_37,UNHEALTHY,24697,24696,1.0,0.9630599866573607,0.9995582025213863,3,0,0.9887854567536241
PSEN1_U_39,UNHEALTHY,24695,24694,1.0,0.9630820588009613,0.9996078092663141,2,0,0.9888069604201826
PSEN1_U_40,UNHEALTHY,24697,24696,1.0,0.9630649663662714,0.9995676751918727,4,0,0.9887897924674431
PSEN1_U_41,UNHEALTHY,24696,24695,1.0,0.9630930616674026,0.9996066741408437,2,0,0.9888099207424739
PSEN1_U_42,UNHEALTHY,24694,24693,1.0,0.9630811359815478,0.9996091010982953,2,0,0.9888070711239529
PSEN1_U_43,UNHEALTHY,24696,24695,1.0,0.9630642088818862,0.9995691312749305,4,0,0.988790002047045
PSEN1_U_44,UNHEALTHY,24697,24696,1.0,0.9630558299855314,0.9995497256317081,5,0,0.9887816666851718
PSEN1_U_45,UNHEALTHY,24697,24696,1.0,0.9630746782038326,0.9995870969768542,3,0,0.9887985325542061
PSEN1_U_47,UNHEALTHY,24697,24696,1.0,0.9630848022736793,0.9995887404410189,3,0,0.9888020628144094
PSEN1_U_49,UNHEALTHY,24697,24696,1.0,0.9630646378151346,0.9995666901622732,4,0,0.9887893983932223
PSEN1_U_50,UNHEALTHY,24696,24695,1.0,0.9630638823415252,0.9995688047324974,4,0,0.9887898061222067
PSEN1_U_51,UNHEALTHY,24697,24696,1.0,0.9630652139797119,0.999568496968557,4,0,0.9887901132844807
PSEN1_U_52,UNHEALTHY,24697,24696,1.0,0.9630653799585802,0.9995684969903182,4,0,0.9887901630846696
PSEN1_U_55,UNHEALTHY,24697,24696,1.0,0.9630652982908277,0.99956833508607,4,0,0.9887900900130693
PSEN1_U_57,UNHEALTHY,24696,24695,1.0,0.9630833081083026,0.9996070060590988,2,0,0.9888070942502203
PSEN1_U_59,UNHEALTHY,23413,23412,1.0,0.9625107652752924,0.9998293619774261,1,0,0.9887020381758156
PSEN1_U_60,UNHEALTHY,24697,24696,1.0,0.9630655378528867,0.9995694739475368,4,0,0.988790503540127
PSEN1_U_61,UNHEALTHY,24698,24697,1.0,0.9630668713398957,0.9995293271702838,4,0,0.9887788595530538
PSEN1_U_62,UNHEALTHY,24696,24695,1.0,0.9630740837473157,0.9995895402450012,3,0,0.988799087197695
PSEN1_U_63,UNHEALTHY,24697,24696,1.0,0.9630751680112665,0.9995884140679508,3,0,0.9887990746237653
PSEN1_U_64,UNHEALTHY,24695,24694,1.0,0.9630716876938673,0.9995867369573282,3,0,0.9887975273953586
PSEN1_U_65,UNHEALTHY,24697,24696,1.0,0.963074514934688,0.9995864438738311,3,0,0.9887982876425557
PSEN1_U_66,UNHEALTHY,24695,24694,1.0,0.963071933281168,0.9995873914407997,3,0,0.9887977974165904
PSEN1_U_67,UNHEALTHY,24696,24695,1.0,0.9630731013715185,0.9995865904096456,3,0,0.9887979075343492
PSEN1_U_68,UNHEALTHY,24696,24695,1.0,0.9630633871277727,0.9995671624629152,4,0,0.9887891648772065
PSEN1_U_71,UNHEALTHY,24696,24695,1.0,0.9630829808609487,0.9995665066784476,2,0,0.9887948462618189
PSEN1_U_72,UNHEALTHY,24696,24695,1.0,0.9630631415504164,0.999566669960815,4,0,0.9887889434533694
PSEN1_U_74,UNHEALTHY,24697,24696,1.0,0.9630748441495206,0.9995875934631088,3,0,0.9887987312837887
PSEN1_U_75,UNHEALTHY,24698,24697,1.0,0.9630560926491785,0.9995467875442784,5,0,0.988780864058037
PSEN1_U_76,UNHEALTHY,24695,24694,1.0,0.9630818118643995,0.9996069874459154,2,0,0.9888066397930945
PSEN1_U_77,UNHEALTHY,24695,24694,1.0,0.9630631241533975,0.9995702581329589,4,0,0.988790014685907
PSEN1_U_78,UNHEALTHY,24696,24695,1.0,0.9630838810015623,0.9996093000425237,2,0,0.9888079543132258
