node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n50,124,1.0,1.0,1.0,1.0,1.0,shared
n51,124,1.0,1.0,1.0,1.0,1.0,shared
n52,124,1.0,1.0,1.0,1.0,1.0,shared
n53,124,1.0,1.0,1.0,1.0,1.0,shared
n54,124,1.0,0.5,0.5,1.0,0.75,shared
n55,124,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,shared
n56,124,1.0,1.0,1.0,1.0,1.0,shared
n57,124,1.0,1.0,1.0,1.0,1.0,shared
n58,124,1.0,1.0,1.0,1.0,1.0,shared
n59,124,1.0,1.0,1.0,1.0,1.0,shared
n60,124,1.0,1.0,1.0,1.0,1.0,shared
n61,124,1.0,1.0,1.0,1.0,1.0,shared
n62,124,1.0,1.0,1.0,1.0,1.0,shared
n63,124,1.0,1.0,1.0,1.0,1.0,shared
n64,124,1.0,1.0,1.0,1.0,1.0,shared
n65,124,1.0,1.0,1.0,1.0,1.0,shared
n66,124,1.0,1.0,1.0,1.0,1.0,shared
n67,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n68,124,1.0,1.0,1.0,1.0,1.0,shared
n69,124,1.0,1.0,1.0,1.0,1.0,shared
n70,124,1.0,1.0,1.0,1.0,1.0,shared
n71,124,1.0,1.0,1.0,1.0,1.0,shared
n72,124,1.0,1.0,1.0,1.0,1.0,shared
n73,124,1.0,1.0,1.0,1.0,1.0,shared
n74,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n75,124,1.0,1.0,1.0,1.0,1.0,shared
n76,124,1.0,1.0,1.0,1.0,1.0,shared
n77,124,1.0,1.0,1.0,1.0,1.0,shared
n78,124,1.0,1.0,1.0,1.0,1.0,shared
n79,124,1.0,1.0,1.0,1.0,1.0,shared
n80,124,1.0,1.0,1.0,1.0,1.0,shared
n81,124,1.0,1.0,1.0,1.0,1.0,shared
n82,124,1.0,1.0,1.0,1.0,1.0,shared
n83,124,1.0,1.0,1.0,1.0,1.0,shared
n84,124,1.0,1.0,1.0,1.0,1.0,shared
n85,124,1.0,1.0,1.0,1.0,1.0,shared
n86,124,1.0,0.5,0.5,1.0,0.75,shared
n87,124,1.0,1.0,1.0,1.0,1.0,shared
n88,124,1.0,1.0,1.0,1.0,1.0,shared
n89,124,1.0,1.0,1.0,1.0,1.0,shared
n90,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n91,124,1.0,1.0,1.0,1.0,1.0,shared
n92,124,1.0,1.0,1.0,1.0,1.0,shared
n93,124,1.0,1.0,1.0,1.0,1.0,shared
n94,124,1.0,1.0,1.0,1.0,1.0,shared
n95,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n96,124,1.0,1.0,1.0,1.0,1.0,shared
n97,124,1.0,1.0,1.0,1.0,1.0,shared
n98,124,1.0,1.0,1.0,1.0,1.0,shared
n99,124,1.0,1.0,1.0,1.0,1.0,shared
n100,124,1.0,1.0,1.0,1.0,1.0,shared
n101,124,1.0,1.0,1.0,1.0,1.0,shared
n102,124,1.0,1.0,1.0,1.0,1.0,shared
n103,124,1.0,1.0,1.0,1.0,1.0,shared
n104,124,1.0,1.0,1.0,1.0,1.0,shared
n105,124,1.0,1.0,1.0,1.0,1.0,shared
n106,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n107,124,1.0,1.0,1.0,1.0,1.0,shared
n108,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n109,124,1.0,1.0,1.0,1.0,1.0,shared
n110,124,1.0,1.0,1.0,1.0,1.0,shared
n111,124,1.0,1.0,1.0,1.0,1.0,shared
n112,124,1.0,1.0,1.0,1.0,1.0,shared
n113,124,1.0,1.0,1.0,1.0,1.0,shared
n114,124,1.0,1.0,1.0,1.0,1.0,shared
n115,124,1.0,1.0,1.0,1.0,1.0,shared
n116,124,1.0,1.0,1.0,1.0,1.0,shared
n117,124,1.0,0.5,0.25,1.0,0.6875,shared
n118,124,1.0,1.0,1.0,1.0,1.0,shared
n119,124,1.0,1.0,1.0,1.0,1.0,shared
n120,124,1.0,1.0,1.0,1.0,1.0,shared
n121,124,1.0,0.5330823023130715,0.3329747175901022,1.0,0.7165142549757935,shared
n122,124,1.0,1.0,1.0,1.0,1.0,shared
n123,124,1.0,1.0,1.0,1.0,1.0,shared
n124,124,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n125,124,1.0,1.0,1.0,1.0,1.0,shared
n126,124,1.0,1.0,1.0,1.0,1.0,shared
n127,124,1.0,1.0,1.0,1.0,1.0,shared
n128,124,1.0,1.0,1.0,1.0,1.0,shared
n129,124,1.0,1.0,1.0,1.0,1.0,shared
n130,124,1.0,1.0,1.0,1.0,1.0,shared
n131,124,1.0,1.0,1.0,1.0,1.0,shared
n132,124,1.0,1.0,1.0,1.0,1.0,shared
n133,124,1.0,1.0,1.0,1.0,1.0,shared
n134,124,1.0,1.0,1.0,1.0,1.0,shared
n135,124,1.0,1.0,1.0,1.0,1.0,shared
n136,124,1.0,1.0,1.0,1.0,1.0,shared
n137,124,1.0,1.0,1.0,1.0,1.0,shared
n138,124,1.0,1.0,1.0,1.0,1.0,shared
n139,124,1.0,1.0,1.0,1.0,1.0,shared
n140,124,1.0,1.0,1.0,1.0,1.0,shared
n141,124,1.0,1.0,1.0,1.0,1.0,shared
n142,124,1.0,1.0,1.0,1.0,1.0,shared
n143,124,1.0,1.0,1.0,1.0,1.0,shared
n144,124,1.0,1.0,1.0,1.0,1.0,shared
n145,124,1.0,1.0,1.0,1.0,1.0,shared
n146,124,1.0,1.0,1.0,1.0,1.0,shared
n147,124,1.0,1.0,1.0,1.0,1.0,shared
n148,124,1.0,1.0,1.0,1.0,1.0,shared
n149,124,1.0,1.0,1.0,1.0,1.0,shared
n150,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n151,124,1.0,1.0,1.0,1.0,1.0,shared
n152,124,1.0,1.0,1.0,1.0,1.0,shared
n153,124,1.0,1.0,1.0,1.0,1.0,shared
n154,124,1.0,1.0,1.0,1.0,1.0,shared
n155,124,1.0,1.0,1.0,1.0,1.0,shared
n156,124,1.0,1.0,1.0,1.0,1.0,shared
n157,124,1.0,1.0,1.0,1.0,1.0,shared
n158,124,1.0,1.0,1.0,1.0,1.0,shared
n159,124,1.0,1.0,1.0,1.0,1.0,shared
n160,124,1.0,1.0,1.0,1.0,1.0,shared
n161,124,1.0,1.0,1.0,1.0,1.0,shared
n162,124,1.0,1.0,1.0,1.0,1.0,shared
n163,124,1.0,1.0,1.0,1.0,1.0,shared
n164,124,1.0,1.0,1.0,1.0,1.0,shared
n165,124,1.0,1.0,1.0,1.0,1.0,shared
n166,124,1.0,1.0,1.0,1.0,1.0,shared
n167,124,1.0,1.0,1.0,1.0,1.0,shared
n168,124,1.0,1.0,1.0,1.0,1.0,shared
n169,124,1.0,1.0,1.0,1.0,1.0,shared
n170,124,1.0,1.0,1.0,1.0,1.0,shared
n171,124,1.0,1.0,1.0,1.0,1.0,shared
n172,124,1.0,1.0,1.0,1.0,1.0,shared
n173,124,1.0,1.0,1.0,1.0,1.0,shared
n174,124,1.0,1.0,1.0,1.0,1.0,shared
n175,124,1.0,1.0,1.0,1.0,1.0,shared
n176,124,1.0,1.0,1.0,1.0,1.0,shared
n177,124,1.0,1.0,1.0,1.0,1.0,shared
n178,124,1.0,1.0,1.0,1.0,1.0,shared
n179,124,1.0,1.0,1.0,1.0,1.0,shared
n180,124,1.0,1.0,1.0,1.0,1.0,shared
n181,124,1.0,1.0,1.0,1.0,1.0,shared
n182,124,1.0,1.0,1.0,1.0,1.0,shared
n183,124,1.0,1.0,1.0,1.0,1.0,shared
n184,124,1.0,1.0,1.0,1.0,1.0,shared
n185,124,1.0,1.0,1.0,1.0,1.0,shared
n186,124,1.0,1.0,1.0,1.0,1.0,shared
n187,124,1.0,1.0,1.0,1.0,1.0,shared
n188,124,1.0,1.0,1.0,1.0,1.0,shared
n189,124,1.0,1.0,1.0,1.0,1.0,shared
n190,124,1.0,1.0,1.0,1.0,1.0,shared
n191,124,1.0,1.0,1.0,1.0,1.0,shared
n192,124,1.0,1.0,1.0,1.0,1.0,shared
n193,124,1.0,1.0,1.0,1.0,1.0,shared
n194,124,1.0,1.0,1.0,1.0,1.0,shared
n195,124,1.0,1.0,1.0,1.0,1.0,shared
n196,124,1.0,1.0,1.0,1.0,1.0,shared
n197,124,1.0,1.0,1.0,1.0,1.0,shared
n198,124,1.0,1.0,1.0,1.0,1.0,shared
n199,124,1.0,1.0,1.0,1.0,1.0,shared
n200,124,1.0,1.0,1.0,1.0,1.0,shared
n201,124,1.0,1.0,1.0,1.0,1.0,shared
n202,124,1.0,1.0,1.0,1.0,1.0,shared
n203,124,1.0,1.0,1.0,1.0,1.0,shared
n204,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n205,124,1.0,1.0,1.0,1.0,1.0,shared
n206,124,1.0,1.0,1.0,1.0,1.0,shared
n207,124,1.0,1.0,1.0,1.0,1.0,shared
n208,124,1.0,1.0,1.0,1.0,1.0,shared
n209,124,1.0,1.0,1.0,1.0,1.0,shared
n210,124,1.0,1.0,1.0,1.0,1.0,shared
n211,124,1.0,1.0,1.0,1.0,1.0,shared
n212,124,1.0,1.0,1.0,1.0,1.0,shared
n213,124,1.0,1.0,1.0,1.0,1.0,shared
n214,124,1.0,1.0,1.0,1.0,1.0,shared
n215,124,1.0,1.0,1.0,1.0,1.0,shared
n216,124,1.0,1.0,1.0,1.0,1.0,shared
n217,124,1.0,1.0,1.0,1.0,1.0,shared
n218,1,0.008064516129032258,1.0,1.0,1.0,0.752016129032258,rescued_private
n219,124,1.0,1.0,1.0,1.0,1.0,shared
n220,124,1.0,0.5,0.5,1.0,0.75,shared
n221,124,1.0,1.0,1.0,1.0,1.0,shared
n222,124,1.0,1.0,1.0,1.0,1.0,shared
n223,124,1.0,1.0,1.0,1.0,1.0,shared
n224,124,1.0,1.0,1.0,1.0,1.0,shared
n225,124,1.0,1.0,1.0,1.0,1.0,shared
n226,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n227,124,1.0,1.0,1.0,1.0,1.0,shared
n228,124,1.0,1.0,1.0,1.0,1.0,shared
n229,124,1.0,1.0,1.0,1.0,1.0,shared
n230,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n231,124,1.0,1.0,1.0,1.0,1.0,shared
n232,124,1.0,1.0,1.0,1.0,1.0,shared
n233,124,1.0,1.0,1.0,1.0,1.0,shared
n234,124,1.0,0.5387957790192427,0.4612042209807573,1.0,0.75,shared
n235,124,1.0,1.0,1.0,1.0,1.0,shared
n236,124,1.0,1.0,1.0,1.0,1.0,shared
n237,124,1.0,1.0,1.0,1.0,1.0,shared
n238,124,1.0,1.0,1.0,1.0,1.0,shared
n239,124,1.0,1.0,1.0,1.0,1.0,shared
n240,124,1.0,1.0,1.0,1.0,1.0,shared
n241,124,1.0,1.0,1.0,1.0,1.0,shared
n242,124,1.0,1.0,1.0,1.0,1.0,shared
n243,124,1.0,1.0,1.0,1.0,1.0,shared
n244,124,1.0,1.0,1.0,1.0,1.0,shared
n245,124,1.0,1.0,1.0,1.0,1.0,shared
n246,124,1.0,1.0,1.0,1.0,1.0,shared
n247,124,1.0,0.5,0.5,1.0,0.75,shared
n248,124,1.0,1.0,1.0,1.0,1.0,shared
n249,124,1.0,1.0,1.0,1.0,1.0,shared
n250,124,1.0,1.0,1.0,1.0,1.0,shared
n251,124,1.0,1.0,1.0,1.0,1.0,shared
n252,124,1.0,1.0,1.0,1.0,1.0,shared
n253,124,1.0,1.0,1.0,1.0,1.0,shared
n254,124,1.0,1.0,1.0,1.0,1.0,shared
n255,124,1.0,1.0,1.0,1.0,1.0,shared
n256,124,1.0,1.0,1.0,1.0,1.0,shared
n257,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n258,124,1.0,1.0,1.0,1.0,1.0,shared
n259,124,1.0,1.0,1.0,1.0,1.0,shared
n260,124,1.0,1.0,1.0,1.0,1.0,shared
n261,124,1.0,1.0,1.0,1.0,1.0,shared
n262,124,1.0,1.0,1.0,1.0,1.0,shared
n263,124,1.0,0.5,0.5,1.0,0.75,shared
n264,124,1.0,1.0,1.0,1.0,1.0,shared
n265,124,1.0,0.5,0.5,1.0,0.75,shared
n266,124,1.0,1.0,1.0,1.0,1.0,shared
n267,124,1.0,1.0,1.0,1.0,1.0,shared
n268,124,1.0,1.0,1.0,1.0,1.0,shared
n269,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n270,124,1.0,1.0,1.0,1.0,1.0,shared
n271,124,1.0,1.0,1.0,1.0,1.0,shared
n272,124,1.0,1.0,1.0,1.0,1.0,shared
n273,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n274,124,1.0,1.0,1.0,1.0,1.0,shared
n275,124,1.0,1.0,1.0,1.0,1.0,shared
n276,124,1.0,1.0,1.0,1.0,1.0,shared
n277,124,1.0,0.5,0.5,1.0,0.75,shared
n278,124,1.0,1.0,1.0,1.0,1.0,shared
n279,124,1.0,0.5,0.5,1.0,0.75,shared
n280,124,1.0,1.0,1.0,1.0,1.0,shared
n281,124,1.0,1.0,1.0,1.0,1.0,shared
n282,124,1.0,1.0,1.0,1.0,1.0,shared
n283,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n284,124,1.0,1.0,1.0,1.0,1.0,shared
n285,124,1.0,1.0,1.0,1.0,1.0,shared
n286,124,1.0,1.0,1.0,1.0,1.0,shared
n287,124,1.0,1.0,1.0,1.0,1.0,shared
n288,124,1.0,1.0,1.0,1.0,1.0,shared
n289,124,1.0,1.0,1.0,1.0,1.0,shared
n290,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n291,124,1.0,1.0,1.0,1.0,1.0,shared
n292,124,1.0,1.0,1.0,1.0,1.0,shared
n293,124,1.0,1.0,1.0,1.0,1.0,shared
n294,124,1.0,1.0,1.0,1.0,1.0,shared
n295,124,1.0,1.0,1.0,1.0,1.0,shared
n296,124,1.0,1.0,1.0,1.0,1.0,shared
n297,124,1.0,1.0,1.0,1.0,1.0,shared
n298,124,1.0,1.0,1.0,1.0,1.0,shared
n299,124,1.0,1.0,1.0,1.0,1.0,shared
n300,124,1.0,1.0,1.0,1.0,1.0,shared
n301,124,1.0,1.0,1.0,1.0,1.0,shared
n302,124,1.0,1.0,1.0,1.0,1.0,shared
n303,124,1.0,1.0,1.0,1.0,1.0,shared
n304,124,1.0,1.0,1.0,1.0,1.0,shared
n305,124,1.0,1.0,1.0,1.0,1.0,shared
n306,124,1.0,1.0,1.0,1.0,1.0,shared
n307,124,1.0,1.0,1.0,1.0,1.0,shared
n308,124,1.0,1.0,1.0,1.0,1.0,shared
n309,124,1.0,1.0,1.0,1.0,1.0,shared
n310,124,1.0,1.0,1.0,1.0,1.0,shared
n311,124,1.0,1.0,1.0,1.0,1.0,shared
n312,124,1.0,1.0,1.0,1.0,1.0,shared
n313,124,1.0,1.0,1.0,1.0,1.0,shared
n314,124,1.0,1.0,1.0,1.0,1.0,shared
n315,124,1.0,1.0,1.0,1.0,1.0,shared
n316,124,1.0,1.0,1.0,1.0,1.0,shared
n317,124,1.0,1.0,1.0,1.0,1.0,shared
n318,124,1.0,1.0,1.0,1.0,1.0,shared
n319,124,1.0,1.0,0.9919354838709677,1.0,0.997983870967742,shared
n320,124,1.0,1.0,1.0,1.0,1.0,shared
n321,124,1.0,1.0,1.0,1.0,1.0,shared
n322,124,1.0,1.0,1.0,1.0,1.0,shared
n323,124,1.0,1.0,0.9919354838709677,1.0,0.997983870967742,shared
n324,124,1.0,1.0,1.0,1.0,1.0,shared
n325,124,1.0,1.0,1.0,1.0,1.0,shared
n326,124,1.0,1.0,1.0,1.0,1.0,shared
n327,124,1.0,1.0,1.0,1.0,1.0,shared
n328,124,1.0,1.0,1.0,1.0,1.0,shared
n329,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n330,124,1.0,1.0,1.0,1.0,1.0,shared
n331,124,1.0,1.0,1.0,1.0,1.0,shared
n332,124,1.0,1.0,1.0,1.0,1.0,shared
n333,124,1.0,1.0,1.0,1.0,1.0,shared
n334,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n335,124,1.0,1.0,1.0,1.0,1.0,shared
n336,124,1.0,1.0,1.0,1.0,1.0,shared
n337,124,1.0,1.0,1.0,1.0,1.0,shared
n338,124,1.0,1.0,1.0,1.0,1.0,shared
n339,124,1.0,1.0,1.0,1.0,1.0,shared
n340,124,1.0,1.0,1.0,1.0,1.0,shared
n341,124,1.0,1.0,1.0,1.0,1.0,shared
n342,124,1.0,1.0,1.0,1.0,1.0,shared
n343,124,1.0,1.0,1.0,1.0,1.0,shared
n344,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n345,124,1.0,1.0,1.0,1.0,1.0,shared
n346,124,1.0,1.0,1.0,1.0,1.0,shared
n347,124,1.0,1.0,1.0,1.0,1.0,shared
n348,124,1.0,1.0,1.0,1.0,1.0,shared
n349,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n350,124,1.0,0.5,1.0,1.0,0.875,shared
n351,124,1.0,0.4,0.8,1.0,0.8,shared
n352,124,1.0,1.0,1.0,1.0,1.0,shared
n353,124,1.0,0.75,0.75,1.0,0.875,shared
n354,124,1.0,1.0,1.0,1.0,1.0,shared
n355,124,1.0,1.0,1.0,1.0,1.0,shared
n356,124,1.0,1.0,1.0,1.0,1.0,shared
n357,124,1.0,1.0,1.0,1.0,1.0,shared
n358,124,1.0,1.0,1.0,1.0,1.0,shared
n359,124,1.0,1.0,1.0,1.0,1.0,shared
n360,124,1.0,1.0,1.0,1.0,1.0,shared
n361,124,1.0,1.0,1.0,1.0,1.0,shared
n362,124,1.0,1.0,1.0,1.0,1.0,shared
n363,124,1.0,1.0,1.0,1.0,1.0,shared
n364,124,1.0,1.0,1.0,1.0,1.0,shared
n365,124,1.0,1.0,1.0,1.0,1.0,shared
n366,124,1.0,1.0,1.0,1.0,1.0,shared
n367,124,1.0,1.0,1.0,1.0,1.0,shared
n368,124,1.0,1.0,1.0,1.0,1.0,shared
n369,124,1.0,1.0,1.0,1.0,1.0,shared
n370,124,1.0,1.0,1.0,1.0,1.0,shared
n371,124,1.0,1.0,1.0,1.0,1.0,shared
n372,124,1.0,1.0,1.0,1.0,1.0,shared
n373,124,1.0,1.0,1.0,1.0,1.0,shared
n374,124,1.0,1.0,1.0,1.0,1.0,shared
n375,124,1.0,1.0,1.0,1.0,1.0,shared
n376,124,1.0,1.0,1.0,1.0,1.0,shared
n377,124,1.0,1.0,1.0,1.0,1.0,shared
n378,124,1.0,1.0,1.0,1.0,1.0,shared
n379,124,1.0,1.0,1.0,1.0,1.0,shared
n380,124,1.0,1.0,1.0,1.0,1.0,shared
n381,124,1.0,1.0,1.0,1.0,1.0,shared
n382,124,1.0,1.0,1.0,1.0,1.0,shared
n383,124,1.0,1.0,1.0,1.0,1.0,shared
n384,124,1.0,1.0,1.0,1.0,1.0,shared
n385,124,1.0,1.0,1.0,1.0,1.0,shared
n386,124,1.0,1.0,1.0,1.0,1.0,shared
n387,124,1.0,1.0,1.0,1.0,1.0,shared
n388,124,1.0,0.3333333333333333,0.8333333333333334,1.0,0.7916666666666666,shared
n389,124,1.0,0.5,0.5,1.0,0.75,shared
n390,124,1.0,1.0,1.0,1.0,1.0,shared
n391,124,1.0,1.0,1.0,1.0,1.0,shared
n392,124,1.0,1.0,0.5,1.0,0.875,shared
n393,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n394,124,1.0,1.0,1.0,1.0,1.0,shared
n395,124,1.0,1.0,1.0,1.0,1.0,shared
n396,124,1.0,1.0,1.0,1.0,1.0,shared
n397,124,1.0,1.0,1.0,1.0,1.0,shared
n398,124,1.0,1.0,1.0,1.0,1.0,shared
n399,124,1.0,1.0,1.0,1.0,1.0,shared
n400,124,1.0,1.0,1.0,1.0,1.0,shared
n401,124,1.0,1.0,1.0,1.0,1.0,shared
n402,124,1.0,1.0,1.0,1.0,1.0,shared
n403,124,1.0,1.0,1.0,1.0,1.0,shared
n404,124,1.0,1.0,1.0,1.0,1.0,shared
n405,124,1.0,1.0,1.0,1.0,1.0,shared
n406,124,1.0,1.0,1.0,1.0,1.0,shared
n407,124,1.0,1.0,1.0,1.0,1.0,shared
n408,124,1.0,1.0,1.0,1.0,1.0,shared
n409,124,1.0,1.0,1.0,1.0,1.0,shared
n410,124,1.0,1.0,1.0,1.0,1.0,shared
n411,124,1.0,1.0,1.0,1.0,1.0,shared
n412,124,1.0,1.0,1.0,1.0,1.0,shared
n413,124,1.0,1.0,1.0,1.0,1.0,shared
n414,124,1.0,1.0,1.0,1.0,1.0,shared
n415,124,1.0,1.0,1.0,1.0,1.0,shared
n416,124,1.0,1.0,1.0,1.0,1.0,shared
n417,124,1.0,1.0,1.0,1.0,1.0,shared
n418,124,1.0,1.0,1.0,1.0,1.0,shared
n419,124,1.0,1.0,1.0,1.0,1.0,shared
n420,124,1.0,1.0,1.0,1.0,1.0,shared
n421,124,1.0,0.5,0.16666666666666666,1.0,0.6666666666666667,shared
n422,124,1.0,1.0,1.0,1.0,1.0,shared
n423,124,1.0,1.0,1.0,1.0,1.0,shared
n424,124,1.0,1.0,1.0,1.0,1.0,shared
n425,124,1.0,1.0,1.0,1.0,1.0,shared
n426,124,1.0,0.5,0.5,1.0,0.75,shared
n427,124,1.0,1.0,1.0,1.0,1.0,shared
n428,124,1.0,1.0,1.0,1.0,1.0,shared
n429,124,1.0,1.0,1.0,1.0,1.0,shared
n430,124,1.0,1.0,1.0,1.0,1.0,shared
n431,124,1.0,1.0,1.0,1.0,1.0,shared
n432,124,1.0,1.0,1.0,1.0,1.0,shared
n433,124,1.0,1.0,1.0,1.0,1.0,shared
n434,124,1.0,1.0,1.0,1.0,1.0,shared
n435,124,1.0,1.0,1.0,1.0,1.0,shared
n436,124,1.0,1.0,1.0,1.0,1.0,shared
n437,124,1.0,1.0,1.0,1.0,1.0,shared
n438,124,1.0,1.0,1.0,1.0,1.0,shared
n439,124,1.0,1.0,1.0,1.0,1.0,shared
n440,124,1.0,1.0,1.0,1.0,1.0,shared
n441,124,1.0,1.0,1.0,1.0,1.0,shared
n442,124,1.0,1.0,1.0,1.0,1.0,shared
n443,124,1.0,1.0,1.0,1.0,1.0,shared
n444,124,1.0,1.0,1.0,1.0,1.0,shared
n445,124,1.0,1.0,1.0,1.0,1.0,shared
n446,124,1.0,1.0,1.0,1.0,1.0,shared
n447,124,1.0,1.0,1.0,1.0,1.0,shared
n448,124,1.0,1.0,1.0,1.0,1.0,shared
n449,124,1.0,1.0,1.0,1.0,1.0,shared
n450,124,1.0,1.0,1.0,1.0,1.0,shared
n451,124,1.0,1.0,1.0,1.0,1.0,shared
n452,124,1.0,1.0,1.0,1.0,1.0,shared
n453,124,1.0,1.0,1.0,1.0,1.0,shared
n454,124,1.0,1.0,1.0,1.0,1.0,shared
n455,124,1.0,1.0,1.0,1.0,1.0,shared
n456,124,1.0,1.0,1.0,1.0,1.0,shared
n457,124,1.0,1.0,1.0,1.0,1.0,shared
n458,124,1.0,1.0,1.0,1.0,1.0,shared
n459,124,1.0,1.0,1.0,1.0,1.0,shared
n460,124,1.0,1.0,1.0,1.0,1.0,shared
n461,124,1.0,1.0,1.0,1.0,1.0,shared
n462,124,1.0,1.0,1.0,1.0,1.0,shared
n463,124,1.0,1.0,1.0,1.0,1.0,shared
n464,124,1.0,1.0,1.0,1.0,1.0,shared
n465,124,1.0,1.0,1.0,1.0,1.0,shared
n466,124,1.0,1.0,1.0,1.0,1.0,shared
n467,124,1.0,1.0,1.0,1.0,1.0,shared
n468,124,1.0,1.0,1.0,1.0,1.0,shared
n469,124,1.0,1.0,1.0,1.0,1.0,shared
n470,124,1.0,1.0,1.0,1.0,1.0,shared
n471,124,1.0,1.0,1.0,1.0,1.0,shared
n472,124,1.0,1.0,1.0,1.0,1.0,shared
n473,124,1.0,1.0,1.0,1.0,1.0,shared
n474,124,1.0,1.0,1.0,1.0,1.0,shared
n475,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n476,124,1.0,1.0,1.0,1.0,1.0,shared
n477,124,1.0,1.0,1.0,1.0,1.0,shared
n478,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
n479,124,1.0,1.0,1.0,1.0,1.0,shared
n480,123,0.9919354838709677,1.0,1.0,1.0,0.997983870967742,shared
