node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n51,3,0.75,1.0,1.0,1.0,0.9375,shared
n52,4,1.0,0.5714285714285714,1.0,1.0,0.8928571428571428,shared
n53,4,1.0,0.42105263157894735,0.3684210526315789,1.0,0.6973684210526316,shared
n54,4,1.0,1.0,1.0,1.0,1.0,shared
n55,4,1.0,1.0,1.0,1.0,1.0,shared
n56,4,1.0,1.0,1.0,1.0,1.0,shared
n57,4,1.0,1.0,1.0,1.0,1.0,shared
n58,4,1.0,1.0,1.0,1.0,1.0,shared
n59,4,1.0,1.0,1.0,1.0,1.0,shared
n60,4,1.0,1.0,1.0,1.0,1.0,shared
n61,4,1.0,1.0,1.0,1.0,1.0,shared
n62,4,1.0,1.0,1.0,1.0,1.0,shared
n63,4,1.0,1.0,1.0,1.0,1.0,shared
n64,3,0.75,0.5,1.0,1.0,0.8125,shared
n65,4,1.0,1.0,1.0,1.0,1.0,shared
n66,4,1.0,1.0,1.0,1.0,1.0,shared
n67,4,1.0,1.0,1.0,1.0,1.0,shared
n68,4,1.0,1.0,1.0,1.0,1.0,shared
n69,4,1.0,1.0,1.0,1.0,1.0,shared
n70,4,1.0,1.0,1.0,1.0,1.0,shared
n71,4,1.0,1.0,1.0,1.0,1.0,shared
n72,3,0.75,1.0,1.0,1.0,0.9375,shared
n73,4,1.0,1.0,1.0,1.0,1.0,shared
n74,3,0.75,1.0,1.0,1.0,0.9375,shared
n75,4,1.0,1.0,1.0,1.0,1.0,shared
n76,4,1.0,1.0,1.0,1.0,1.0,shared
n77,4,1.0,1.0,1.0,1.0,1.0,shared
n78,4,1.0,1.0,1.0,1.0,1.0,shared
n79,4,1.0,1.0,1.0,1.0,1.0,shared
n80,4,1.0,1.0,1.0,1.0,1.0,shared
n81,4,1.0,1.0,1.0,1.0,1.0,shared
n82,4,1.0,1.0,1.0,1.0,1.0,shared
n83,4,1.0,1.0,1.0,1.0,1.0,shared
n84,4,1.0,1.0,1.0,1.0,1.0,shared
n85,4,1.0,1.0,1.0,1.0,1.0,shared
n86,4,1.0,1.0,1.0,1.0,1.0,shared
n87,4,1.0,1.0,1.0,1.0,1.0,shared
n88,4,1.0,1.0,1.0,1.0,1.0,shared
n89,4,1.0,1.0,1.0,1.0,1.0,shared
n90,4,1.0,1.0,1.0,1.0,1.0,shared
n91,4,1.0,1.0,1.0,1.0,1.0,shared
n92,4,1.0,1.0,1.0,1.0,1.0,shared
n93,4,1.0,1.0,1.0,1.0,1.0,shared
n94,4,1.0,1.0,1.0,1.0,1.0,shared
n95,4,1.0,1.0,1.0,1.0,1.0,shared
n96,4,1.0,1.0,1.0,1.0,1.0,shared
n97,4,1.0,1.0,1.0,1.0,1.0,shared
n98,4,1.0,1.0,1.0,1.0,1.0,shared
n99,4,1.0,1.0,1.0,1.0,1.0,shared
n100,4,1.0,1.0,1.0,1.0,1.0,shared
n101,4,1.0,1.0,1.0,1.0,1.0,shared
n102,4,1.0,1.0,1.0,1.0,1.0,shared
n103,4,1.0,1.0,1.0,1.0,1.0,shared
n104,4,1.0,1.0,1.0,1.0,1.0,shared
n105,4,1.0,1.0,1.0,1.0,1.0,shared
n106,4,1.0,1.0,1.0,1.0,1.0,shared
n107,4,1.0,1.0,1.0,1.0,1.0,shared
n108,4,1.0,0.5,0.5,1.0,0.75,shared
n109,4,1.0,1.0,1.0,1.0,1.0,shared
n110,4,1.0,1.0,1.0,1.0,1.0,shared
n111,4,1.0,1.0,1.0,1.0,1.0,shared
n112,4,1.0,1.0,1.0,1.0,1.0,shared
n113,3,0.75,1.0,1.0,1.0,0.9375,shared
n114,4,1.0,1.0,0.75,1.0,0.9375,shared
n115,4,1.0,1.0,1.0,1.0,1.0,shared
n116,3,0.75,1.0,1.0,1.0,0.9375,shared
n117,4,1.0,1.0,1.0,1.0,1.0,shared
n118,4,1.0,1.0,1.0,1.0,1.0,shared
n119,4,1.0,1.0,1.0,1.0,1.0,shared
n120,4,1.0,1.0,1.0,1.0,1.0,shared
n121,4,1.0,1.0,1.0,1.0,1.0,shared
n122,4,1.0,1.0,1.0,1.0,1.0,shared
n123,4,1.0,1.0,1.0,1.0,1.0,shared
n124,4,1.0,1.0,1.0,1.0,1.0,shared
n125,4,1.0,1.0,1.0,1.0,1.0,shared
n126,3,0.75,1.0,1.0,1.0,0.9375,shared
n127,4,1.0,1.0,1.0,1.0,1.0,shared
n128,3,0.75,1.0,1.0,1.0,0.9375,shared
n129,4,1.0,1.0,1.0,1.0,1.0,shared
n130,4,1.0,1.0,1.0,1.0,1.0,shared
n131,4,1.0,1.0,1.0,1.0,1.0,shared
n132,4,1.0,1.0,1.0,1.0,1.0,shared
n133,4,1.0,1.0,1.0,1.0,1.0,shared
n134,4,1.0,1.0,1.0,1.0,1.0,shared
n135,4,1.0,1.0,1.0,1.0,1.0,shared
n136,4,1.0,1.0,1.0,1.0,1.0,shared
n137,4,1.0,1.0,1.0,1.0,1.0,shared
n138,4,1.0,1.0,1.0,1.0,1.0,shared
n139,4,1.0,1.0,1.0,1.0,1.0,shared
n140,4,1.0,1.0,0.5714285714285714,1.0,0.8928571428571428,shared
n141,4,1.0,1.0,1.0,1.0,1.0,shared
n142,4,1.0,1.0,1.0,1.0,1.0,shared
n143,4,1.0,1.0,1.0,1.0,1.0,shared
n144,4,1.0,1.0,1.0,1.0,1.0,shared
n145,4,1.0,1.0,1.0,1.0,1.0,shared
n146,4,1.0,1.0,1.0,1.0,1.0,shared
n147,4,1.0,1.0,1.0,1.0,1.0,shared
n148,4,1.0,1.0,1.0,1.0,1.0,shared
n149,4,1.0,1.0,1.0,1.0,1.0,shared
n150,4,1.0,1.0,1.0,1.0,1.0,shared
n151,3,0.75,1.0,1.0,1.0,0.9375,shared
n152,4,1.0,1.0,1.0,1.0,1.0,shared
n153,4,1.0,1.0,1.0,1.0,1.0,shared
n154,4,1.0,1.0,1.0,1.0,1.0,shared
n155,4,1.0,1.0,1.0,1.0,1.0,shared
n156,4,1.0,1.0,1.0,1.0,1.0,shared
n157,4,1.0,1.0,1.0,1.0,1.0,shared
n158,4,1.0,1.0,1.0,1.0,1.0,shared
n159,4,1.0,1.0,1.0,1.0,1.0,shared
n160,4,1.0,1.0,1.0,1.0,1.0,shared
n161,4,1.0,1.0,1.0,1.0,1.0,shared
n162,3,0.75,1.0,1.0,1.0,0.9375,shared
n163,4,1.0,1.0,1.0,1.0,1.0,shared
n164,4,1.0,1.0,1.0,1.0,1.0,shared
n165,4,1.0,1.0,1.0,1.0,1.0,shared
n166,3,0.75,1.0,1.0,1.0,0.9375,shared
n167,4,1.0,1.0,1.0,1.0,1.0,shared
n168,4,1.0,1.0,1.0,1.0,1.0,shared
n169,3,0.75,1.0,0.5,1.0,0.8125,shared
n170,4,1.0,1.0,1.0,1.0,1.0,shared
n171,4,1.0,1.0,1.0,1.0,1.0,shared
n172,4,1.0,1.0,1.0,1.0,1.0,shared
n173,4,1.0,1.0,1.0,1.0,1.0,shared
n174,4,1.0,1.0,1.0,1.0,1.0,shared
n175,4,1.0,1.0,1.0,1.0,1.0,shared
n176,4,1.0,1.0,1.0,1.0,1.0,shared
n177,4,1.0,1.0,1.0,1.0,1.0,shared
n178,4,1.0,1.0,1.0,1.0,1.0,shared
n179,4,1.0,1.0,1.0,1.0,1.0,shared
n180,3,0.75,1.0,1.0,1.0,0.9375,shared
n181,4,1.0,1.0,1.0,1.0,1.0,shared
n182,4,1.0,1.0,1.0,1.0,1.0,shared
n183,4,1.0,1.0,1.0,1.0,1.0,shared
n184,3,0.75,1.0,1.0,1.0,0.9375,shared
n185,4,1.0,1.0,1.0,1.0,1.0,shared
n186,4,1.0,1.0,1.0,1.0,1.0,shared
n187,4,1.0,1.0,1.0,1.0,1.0,shared
n188,3,0.75,1.0,1.0,1.0,0.9375,shared
n189,4,1.0,1.0,1.0,1.0,1.0,shared
n190,4,1.0,1.0,1.0,1.0,1.0,shared
n191,4,1.0,1.0,1.0,1.0,1.0,shared
n192,4,1.0,1.0,1.0,1.0,1.0,shared
n193,4,1.0,1.0,1.0,1.0,1.0,shared
n194,4,1.0,1.0,1.0,1.0,1.0,shared
n195,4,1.0,1.0,1.0,1.0,1.0,shared
n196,4,1.0,1.0,0.5,1.0,0.875,shared
n197,4,1.0,1.0,1.0,1.0,1.0,shared
n198,4,1.0,1.0,1.0,1.0,1.0,shared
n199,4,1.0,1.0,1.0,1.0,1.0,shared
n200,4,1.0,1.0,1.0,1.0,1.0,shared
n201,4,1.0,1.0,1.0,1.0,1.0,shared
n202,4,1.0,1.0,1.0,1.0,1.0,shared
n203,4,1.0,1.0,1.0,1.0,1.0,shared
n204,4,1.0,1.0,1.0,1.0,1.0,shared
n205,4,1.0,1.0,1.0,1.0,1.0,shared
n206,3,0.75,1.0,1.0,1.0,0.9375,shared
n207,4,1.0,1.0,1.0,1.0,1.0,shared
n208,4,1.0,1.0,1.0,1.0,1.0,shared
n209,4,1.0,1.0,1.0,1.0,1.0,shared
n210,4,1.0,1.0,1.0,1.0,1.0,shared
n211,4,1.0,1.0,1.0,1.0,1.0,shared
n212,4,1.0,1.0,1.0,1.0,1.0,shared
n213,4,1.0,1.0,1.0,1.0,1.0,shared
n214,4,1.0,1.0,1.0,1.0,1.0,shared
n215,4,1.0,1.0,1.0,1.0,1.0,shared
n216,4,1.0,1.0,1.0,1.0,1.0,shared
n217,4,1.0,1.0,1.0,1.0,1.0,shared
n218,4,1.0,1.0,1.0,1.0,1.0,shared
n219,4,1.0,1.0,1.0,1.0,1.0,shared
n220,4,1.0,0.5,1.0,1.0,0.875,shared
n221,4,1.0,1.0,1.0,1.0,1.0,shared
n222,4,1.0,1.0,1.0,1.0,1.0,shared
n223,4,1.0,1.0,0.6666666666666666,1.0,0.9166666666666666,shared
n224,4,1.0,1.0,1.0,1.0,1.0,shared
n225,4,1.0,1.0,1.0,1.0,1.0,shared
n226,4,1.0,1.0,1.0,1.0,1.0,shared
n227,4,1.0,1.0,1.0,1.0,1.0,shared
n228,4,1.0,1.0,1.0,1.0,1.0,shared
n229,4,1.0,1.0,1.0,1.0,1.0,shared
n230,4,1.0,1.0,1.0,1.0,1.0,shared
n231,4,1.0,1.0,1.0,1.0,1.0,shared
n232,4,1.0,1.0,1.0,1.0,1.0,shared
n233,4,1.0,1.0,1.0,1.0,1.0,shared
n234,3,0.75,1.0,1.0,1.0,0.9375,shared
n235,4,1.0,1.0,1.0,1.0,1.0,shared
n236,4,1.0,1.0,1.0,1.0,1.0,shared
n237,4,1.0,1.0,1.0,1.0,1.0,shared
n238,4,1.0,1.0,1.0,1.0,1.0,shared
n239,4,1.0,1.0,1.0,1.0,1.0,shared
n240,4,1.0,1.0,1.0,1.0,1.0,shared
n241,4,1.0,1.0,1.0,1.0,1.0,shared
n242,3,0.75,1.0,1.0,1.0,0.9375,shared
n243,4,1.0,0.5714285714285714,0.5714285714285714,1.0,0.7857142857142857,shared
n244,4,1.0,1.0,1.0,1.0,1.0,shared
n245,4,1.0,1.0,1.0,1.0,1.0,shared
n246,4,1.0,1.0,1.0,1.0,1.0,shared
n247,4,1.0,1.0,1.0,1.0,1.0,shared
n248,4,1.0,0.5,0.5,1.0,0.75,shared
n249,4,1.0,1.0,1.0,1.0,1.0,shared
n250,4,1.0,1.0,1.0,1.0,1.0,shared
n251,4,1.0,1.0,1.0,1.0,1.0,shared
n252,4,1.0,1.0,1.0,1.0,1.0,shared
n253,4,1.0,0.5,0.5,1.0,0.75,shared
n254,4,1.0,1.0,1.0,1.0,1.0,shared
n255,4,1.0,1.0,1.0,1.0,1.0,shared
n256,4,1.0,1.0,1.0,1.0,1.0,shared
n257,3,0.75,1.0,1.0,1.0,0.9375,shared
n258,4,1.0,1.0,1.0,1.0,1.0,shared
n259,4,1.0,1.0,1.0,1.0,1.0,shared
n260,4,1.0,1.0,1.0,1.0,1.0,shared
n261,4,1.0,1.0,1.0,1.0,1.0,shared
n262,4,1.0,1.0,1.0,1.0,1.0,shared
n263,4,1.0,1.0,1.0,1.0,1.0,shared
n264,4,1.0,1.0,1.0,1.0,1.0,shared
n265,3,0.75,1.0,1.0,1.0,0.9375,shared
n266,4,1.0,1.0,1.0,1.0,1.0,shared
n267,4,1.0,1.0,1.0,1.0,1.0,shared
n268,4,1.0,1.0,1.0,1.0,1.0,shared
n269,4,1.0,1.0,1.0,1.0,1.0,shared
n270,3,0.75,1.0,1.0,1.0,0.9375,shared
n271,3,0.75,1.0,1.0,1.0,0.9375,shared
n272,4,1.0,1.0,1.0,1.0,1.0,shared
n273,4,1.0,1.0,1.0,1.0,1.0,shared
n274,3,0.75,1.0,1.0,1.0,0.9375,shared
n275,4,1.0,1.0,1.0,1.0,1.0,shared
n276,3,0.75,1.0,1.0,1.0,0.9375,shared
n277,4,1.0,1.0,1.0,1.0,1.0,shared
n278,4,1.0,1.0,1.0,1.0,1.0,shared
n279,4,1.0,1.0,1.0,1.0,1.0,shared
n280,3,0.75,1.0,1.0,1.0,0.9375,shared
n281,4,1.0,1.0,1.0,1.0,1.0,shared
n282,4,1.0,1.0,1.0,1.0,1.0,shared
n283,4,1.0,1.0,1.0,1.0,1.0,shared
n284,4,1.0,1.0,1.0,1.0,1.0,shared
n285,4,1.0,1.0,1.0,1.0,1.0,shared
n286,3,0.75,1.0,1.0,1.0,0.9375,shared
n287,4,1.0,1.0,1.0,1.0,1.0,shared
n288,4,1.0,1.0,1.0,1.0,1.0,shared
n289,4,1.0,1.0,1.0,1.0,1.0,shared
n290,4,1.0,1.0,1.0,1.0,1.0,shared
n291,4,1.0,1.0,1.0,1.0,1.0,shared
n292,4,1.0,1.0,1.0,1.0,1.0,shared
n293,3,0.75,1.0,1.0,1.0,0.9375,shared
n294,4,1.0,1.0,1.0,1.0,1.0,shared
n295,4,1.0,1.0,1.0,1.0,1.0,shared
n296,4,1.0,1.0,1.0,1.0,1.0,shared
n297,3,0.75,1.0,1.0,1.0,0.9375,shared
n298,4,1.0,1.0,1.0,1.0,1.0,shared
n299,4,1.0,1.0,1.0,1.0,1.0,shared
n300,3,0.75,1.0,1.0,1.0,0.9375,shared
n301,4,1.0,1.0,1.0,1.0,1.0,shared
n302,4,1.0,1.0,1.0,1.0,1.0,shared
n303,4,1.0,1.0,1.0,1.0,1.0,shared
n304,4,1.0,1.0,1.0,1.0,1.0,shared
n305,4,1.0,1.0,1.0,1.0,1.0,shared
n306,4,1.0,1.0,1.0,1.0,1.0,shared
n307,4,1.0,1.0,1.0,1.0,1.0,shared
n308,3,0.75,1.0,1.0,1.0,0.9375,shared
n309,4,1.0,1.0,1.0,1.0,1.0,shared
n310,4,1.0,1.0,1.0,1.0,1.0,shared
n311,4,1.0,1.0,1.0,1.0,1.0,shared
n312,4,1.0,1.0,1.0,1.0,1.0,shared
n313,4,1.0,1.0,1.0,1.0,1.0,shared
n314,4,1.0,1.0,1.0,1.0,1.0,shared
n315,4,1.0,1.0,1.0,1.0,1.0,shared
n316,4,1.0,1.0,1.0,1.0,1.0,shared
n317,4,1.0,1.0,1.0,1.0,1.0,shared
n318,4,1.0,1.0,1.0,1.0,1.0,shared
n319,3,0.75,1.0,1.0,1.0,0.9375,shared
n320,4,1.0,1.0,1.0,1.0,1.0,shared
n321,4,1.0,1.0,1.0,1.0,1.0,shared
n322,4,1.0,1.0,1.0,1.0,1.0,shared
n323,4,1.0,1.0,1.0,1.0,1.0,shared
n324,3,0.75,1.0,1.0,1.0,0.9375,shared
n325,4,1.0,1.0,1.0,1.0,1.0,shared
n326,4,1.0,1.0,1.0,1.0,1.0,shared
n327,3,0.75,0.5,1.0,1.0,0.8125,shared
n328,3,0.75,1.0,1.0,1.0,0.9375,shared
n329,4,1.0,1.0,1.0,1.0,1.0,shared
n330,4,1.0,1.0,1.0,1.0,1.0,shared
n331,4,1.0,1.0,1.0,1.0,1.0,shared
n332,4,1.0,1.0,1.0,1.0,1.0,shared
n333,4,1.0,1.0,1.0,1.0,1.0,shared
n334,4,1.0,1.0,1.0,1.0,1.0,shared
n335,4,1.0,1.0,1.0,1.0,1.0,shared
n336,4,1.0,1.0,1.0,1.0,1.0,shared
n337,4,1.0,1.0,1.0,1.0,1.0,shared
n338,4,1.0,1.0,1.0,1.0,1.0,shared
n339,4,1.0,1.0,1.0,1.0,1.0,shared
n340,4,1.0,1.0,1.0,1.0,1.0,shared
n341,4,1.0,1.0,1.0,1.0,1.0,shared
n342,4,1.0,1.0,1.0,1.0,1.0,shared
n343,4,1.0,1.0,1.0,1.0,1.0,shared
n344,3,0.75,1.0,1.0,1.0,0.9375,shared
n345,3,0.75,1.0,1.0,1.0,0.9375,shared
n346,3,0.75,1.0,1.0,1.0,0.9375,shared
n347,3,0.75,1.0,1.0,1.0,0.9375,shared
n348,4,1.0,1.0,1.0,1.0,1.0,shared
n349,4,1.0,1.0,1.0,1.0,1.0,shared
n350,3,0.75,1.0,1.0,1.0,0.9375,shared
n351,4,1.0,1.0,1.0,1.0,1.0,shared
n352,4,1.0,1.0,1.0,1.0,1.0,shared
n353,4,1.0,1.0,1.0,1.0,1.0,shared
n354,4,1.0,1.0,1.0,1.0,1.0,shared
n355,4,1.0,1.0,1.0,1.0,1.0,shared
n356,4,1.0,1.0,1.0,1.0,1.0,shared
n357,4,1.0,1.0,1.0,1.0,1.0,shared
n358,4,1.0,1.0,1.0,1.0,1.0,shared
n359,4,1.0,1.0,1.0,1.0,1.0,shared
n360,4,1.0,1.0,1.0,1.0,1.0,shared
n361,4,1.0,1.0,1.0,1.0,1.0,shared
n362,4,1.0,1.0,1.0,1.0,1.0,shared
n363,4,1.0,1.0,1.0,1.0,1.0,shared
n364,4,1.0,1.0,1.0,1.0,1.0,shared
n365,4,1.0,1.0,1.0,1.0,1.0,shared
n366,4,1.0,1.0,1.0,1.0,1.0,shared
n367,4,1.0,1.0,1.0,1.0,1.0,shared
n368,4,1.0,1.0,1.0,1.0,1.0,shared
n369,4,1.0,1.0,1.0,1.0,1.0,shared
n370,3,0.75,1.0,1.0,1.0,0.9375,shared
n371,2,0.5,1.0,1.0,1.0,0.875,shared
n372,4,1.0,1.0,1.0,1.0,1.0,shared
n373,3,0.75,1.0,1.0,1.0,0.9375,shared
n374,4,1.0,1.0,1.0,1.0,1.0,shared
n375,4,1.0,1.0,1.0,1.0,1.0,shared
n376,4,1.0,1.0,1.0,1.0,1.0,shared
n377,4,1.0,1.0,1.0,1.0,1.0,shared
n378,4,1.0,1.0,1.0,1.0,1.0,shared
n379,4,1.0,1.0,1.0,1.0,1.0,shared
n380,4,1.0,1.0,1.0,1.0,1.0,shared
n381,4,1.0,1.0,1.0,1.0,1.0,shared
n382,4,1.0,1.0,1.0,1.0,1.0,shared
n383,4,1.0,1.0,1.0,1.0,1.0,shared
n384,4,1.0,1.0,1.0,1.0,1.0,shared
n385,4,1.0,1.0,1.0,1.0,1.0,shared
n386,4,1.0,1.0,1.0,1.0,1.0,shared
n387,4,1.0,1.0,1.0,1.0,1.0,shared
n388,4,1.0,1.0,1.0,1.0,1.0,shared
n389,4,1.0,1.0,1.0,1.0,1.0,shared
n390,4,1.0,1.0,1.0,1.0,1.0,shared
n391,4,1.0,1.0,1.0,1.0,1.0,shared
n392,4,1.0,1.0,1.0,1.0,1.0,shared
n393,4,1.0,1.0,1.0,1.0,1.0,shared
n394,4,1.0,1.0,1.0,1.0,1.0,shared
n395,4,1.0,1.0,1.0,1.0,1.0,shared
n396,4,1.0,1.0,1.0,1.0,1.0,shared
n397,4,1.0,1.0,1.0,1.0,1.0,shared
n398,4,1.0,1.0,1.0,1.0,1.0,shared
n399,4,1.0,1.0,1.0,1.0,1.0,shared
n400,4,1.0,1.0,1.0,1.0,1.0,shared
n401,4,1.0,1.0,1.0,1.0,1.0,shared
n402,4,1.0,1.0,1.0,1.0,1.0,shared
n403,4,1.0,1.0,1.0,1.0,1.0,shared
n404,4,1.0,1.0,1.0,1.0,1.0,shared
n405,4,1.0,1.0,1.0,1.0,1.0,shared
n406,4,1.0,1.0,1.0,1.0,1.0,shared
n407,4,1.0,1.0,1.0,1.0,1.0,shared
n408,4,1.0,1.0,1.0,1.0,1.0,shared
n409,4,1.0,1.0,1.0,1.0,1.0,shared
n410,4,1.0,1.0,1.0,1.0,1.0,shared
n411,4,1.0,1.0,1.0,1.0,1.0,shared
n412,4,1.0,1.0,1.0,1.0,1.0,shared
n413,4,1.0,1.0,1.0,1.0,1.0,shared
n414,3,0.75,1.0,1.0,1.0,0.9375,shared
n415,4,1.0,1.0,1.0,1.0,1.0,shared
n416,3,0.75,1.0,1.0,1.0,0.9375,shared
n417,3,0.75,1.0,1.0,1.0,0.9375,shared
n418,4,1.0,1.0,1.0,1.0,1.0,shared
n419,4,1.0,1.0,1.0,1.0,1.0,shared
n420,4,1.0,1.0,1.0,1.0,1.0,shared
n421,4,1.0,1.0,1.0,1.0,1.0,shared
n422,4,1.0,1.0,1.0,1.0,1.0,shared
n423,3,0.75,1.0,1.0,1.0,0.9375,shared
n424,3,0.75,1.0,1.0,1.0,0.9375,shared
n425,4,1.0,1.0,1.0,1.0,1.0,shared
n426,4,1.0,1.0,1.0,1.0,1.0,shared
n427,4,1.0,1.0,1.0,1.0,1.0,shared
n428,4,1.0,1.0,1.0,1.0,1.0,shared
n429,4,1.0,1.0,1.0,1.0,1.0,shared
n430,4,1.0,1.0,1.0,1.0,1.0,shared
n431,4,1.0,1.0,1.0,1.0,1.0,shared
n432,4,1.0,1.0,1.0,1.0,1.0,shared
n433,3,0.75,1.0,1.0,1.0,0.9375,shared
n434,4,1.0,1.0,1.0,1.0,1.0,shared
n435,3,0.75,1.0,1.0,1.0,0.9375,shared
n436,4,1.0,1.0,1.0,1.0,1.0,shared
n437,4,1.0,1.0,1.0,1.0,1.0,shared
n438,4,1.0,1.0,1.0,1.0,1.0,shared
n439,4,1.0,1.0,1.0,1.0,1.0,shared
n440,4,1.0,1.0,1.0,1.0,1.0,shared
n441,4,1.0,0.5714285714285714,0.5714285714285714,1.0,0.7857142857142857,shared
n442,4,1.0,1.0,1.0,1.0,1.0,shared
n443,4,1.0,1.0,1.0,1.0,1.0,shared
n444,3,0.75,1.0,1.0,1.0,0.9375,shared
n445,3,0.75,1.0,1.0,1.0,0.9375,shared
n446,4,1.0,1.0,1.0,1.0,1.0,shared
n447,3,0.75,1.0,1.0,1.0,0.9375,shared
n448,4,1.0,1.0,1.0,1.0,1.0,shared
n449,3,0.75,1.0,1.0,1.0,0.9375,shared
n450,4,1.0,1.0,1.0,1.0,1.0,shared
n451,4,1.0,0.5,0.5,1.0,0.75,shared
n452,4,1.0,1.0,1.0,1.0,1.0,shared
n453,4,1.0,1.0,1.0,1.0,1.0,shared
n454,4,1.0,1.0,1.0,1.0,1.0,shared
n455,3,0.75,1.0,1.0,1.0,0.9375,shared
n456,4,1.0,1.0,1.0,1.0,1.0,shared
n457,3,0.75,1.0,1.0,1.0,0.9375,shared
n458,4,1.0,1.0,1.0,1.0,1.0,shared
n459,4,1.0,1.0,1.0,1.0,1.0,shared
n460,3,0.75,1.0,1.0,1.0,0.9375,shared
n461,4,1.0,1.0,1.0,1.0,1.0,shared
n462,4,1.0,1.0,1.0,1.0,1.0,shared
n463,4,1.0,1.0,1.0,1.0,1.0,shared
n464,4,1.0,1.0,1.0,1.0,1.0,shared
n465,4,1.0,1.0,1.0,1.0,1.0,shared
n466,4,1.0,1.0,1.0,1.0,1.0,shared
n467,4,1.0,1.0,1.0,1.0,1.0,shared
n468,3,0.75,1.0,1.0,1.0,0.9375,shared
n469,3,0.75,1.0,1.0,1.0,0.9375,shared
n470,4,1.0,1.0,1.0,1.0,1.0,shared
n471,4,1.0,1.0,1.0,1.0,1.0,shared
n472,3,0.75,1.0,1.0,1.0,0.9375,shared
n473,4,1.0,1.0,1.0,1.0,1.0,shared
n474,3,0.75,1.0,1.0,1.0,0.9375,shared
n475,4,1.0,1.0,1.0,1.0,1.0,shared
n476,4,1.0,1.0,1.0,1.0,1.0,shared
n477,3,0.75,1.0,1.0,1.0,0.9375,shared
n478,4,1.0,1.0,1.0,1.0,1.0,shared
n479,4,1.0,1.0,1.0,1.0,1.0,shared
n480,4,1.0,1.0,1.0,1.0,1.0,shared
n481,4,1.0,1.0,1.0,1.0,1.0,shared
n482,4,1.0,0.6363636363636364,0.36363636363636365,1.0,0.75,shared
n483,4,1.0,1.0,0.5714285714285714,1.0,0.8928571428571428,shared
n484,4,1.0,1.0,1.0,1.0,1.0,shared
n485,4,1.0,1.0,1.0,1.0,1.0,shared
n486,4,1.0,1.0,1.0,1.0,1.0,shared
n487,4,1.0,1.0,1.0,1.0,1.0,shared
n488,4,1.0,1.0,1.0,1.0,1.0,shared
n489,4,1.0,1.0,1.0,1.0,1.0,shared
