anchor_id,node_id,haplotype_count,U,D,C,alpha,beta,gamma,final_score,selected
a42,n42,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a43,n43,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a44,n44,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a45,n45,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a46,n46,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a47,n47,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a48,n48,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a49,n49,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a50,n50,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a51,n51,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a52,n52,4,0.0,0.15217391304347827,0.8928571428571428,0.4,0.3,0.3,0.31350931677018634,False
a53,n53,4,0.0,0.41304347826086957,0.6973684210526316,0.4,0.3,0.3,0.33312356979405033,False
a54,n54,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a55,n55,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a56,n56,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a57,n57,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a58,n58,4,0.0,0.15217391304347827,1.0,0.4,0.3,0.3,0.3456521739130435,False
a59,n59,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a60,n60,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a61,n61,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a62,n62,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a63,n63,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a64,n64,3,0.25,0.13043478260869565,0.8125,0.4,0.3,0.3,0.3828804347826087,False
a65,n65,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a66,n66,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a67,n67,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a68,n68,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a69,n69,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a70,n70,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a71,n71,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a72,n72,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a73,n73,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a74,n74,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a75,n75,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a76,n76,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a77,n77,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a78,n78,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a79,n79,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a80,n80,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a81,n81,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a82,n82,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a83,n83,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a84,n84,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a85,n85,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a86,n86,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a87,n87,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a88,n88,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a89,n89,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a90,n90,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a91,n91,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a92,n92,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a93,n93,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a94,n94,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a95,n95,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a96,n96,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a97,n97,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a98,n98,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a99,n99,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a100,n100,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a101,n101,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a102,n102,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a103,n103,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a104,n104,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a105,n105,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a106,n106,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a107,n107,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a108,n108,4,0.0,0.17391304347826086,0.75,0.4,0.3,0.3,0.2771739130434782,False
a109,n109,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a110,n110,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a111,n111,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a112,n112,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a113,n113,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a114,n114,4,0.0,0.34782608695652173,0.9375,0.4,0.3,0.3,0.38559782608695653,False
a115,n115,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a116,n116,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a117,n117,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a118,n118,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a119,n119,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a120,n120,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a121,n121,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a122,n122,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a123,n123,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a124,n124,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a125,n125,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a126,n126,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a127,n127,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a128,n128,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a129,n129,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a130,n130,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a131,n131,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a132,n132,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a133,n133,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a134,n134,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a135,n135,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a136,n136,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a137,n137,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a138,n138,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a139,n139,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a140,n140,4,0.0,0.15217391304347827,0.8928571428571428,0.4,0.3,0.3,0.31350931677018634,False
a141,n141,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a142,n142,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a143,n143,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a144,n144,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a145,n145,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a146,n146,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a147,n147,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a148,n148,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a149,n149,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a150,n150,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a151,n151,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a152,n152,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a153,n153,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a154,n154,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a155,n155,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a156,n156,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a157,n157,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a158,n158,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a159,n159,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a160,n160,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a161,n161,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a162,n162,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a163,n163,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a164,n164,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a165,n165,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a166,n166,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a167,n167,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a168,n168,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a169,n169,3,0.25,0.13043478260869565,0.8125,0.4,0.3,0.3,0.3828804347826087,False
a170,n170,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a171,n171,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a172,n172,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a173,n173,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a174,n174,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a175,n175,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a176,n176,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a177,n177,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a178,n178,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a179,n179,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a180,n180,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a181,n181,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a182,n182,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a183,n183,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a184,n184,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a185,n185,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a186,n186,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a187,n187,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a188,n188,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a189,n189,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a190,n190,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a191,n191,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a192,n192,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a193,n193,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a194,n194,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a195,n195,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a196,n196,4,0.0,0.17391304347826086,0.875,0.4,0.3,0.3,0.31467391304347825,False
a197,n197,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a198,n198,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a199,n199,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a200,n200,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a201,n201,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a202,n202,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a203,n203,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a204,n204,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a205,n205,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a206,n206,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a207,n207,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a208,n208,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a209,n209,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a210,n210,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a211,n211,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a212,n212,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a213,n213,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a214,n214,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a215,n215,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a216,n216,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a217,n217,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a218,n218,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a219,n219,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a220,n220,4,0.0,0.17391304347826086,0.875,0.4,0.3,0.3,0.31467391304347825,False
a221,n221,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a222,n222,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a223,n223,4,0.0,0.2608695652173913,0.9166666666666666,0.4,0.3,0.3,0.35326086956521735,False
a224,n224,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a225,n225,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a226,n226,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a227,n227,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a228,n228,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a229,n229,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a230,n230,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a231,n231,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a232,n232,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a233,n233,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a234,n234,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a235,n235,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a236,n236,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a237,n237,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a238,n238,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a239,n239,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a240,n240,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a241,n241,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a242,n242,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a243,n243,4,0.0,0.15217391304347827,0.7857142857142857,0.4,0.3,0.3,0.2813664596273292,False
a244,n244,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a245,n245,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a246,n246,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a247,n247,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a248,n248,4,0.0,0.17391304347826086,0.75,0.4,0.3,0.3,0.2771739130434782,False
a249,n249,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a250,n250,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a251,n251,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a252,n252,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a253,n253,4,0.0,0.17391304347826086,0.75,0.4,0.3,0.3,0.2771739130434782,False
a254,n254,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a255,n255,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a256,n256,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a257,n257,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a258,n258,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a259,n259,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a260,n260,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a261,n261,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a262,n262,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a263,n263,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a264,n264,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a265,n265,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a266,n266,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a267,n267,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a268,n268,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a269,n269,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a270,n270,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a271,n271,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a272,n272,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a273,n273,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a274,n274,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a275,n275,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a276,n276,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a277,n277,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a278,n278,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a279,n279,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a280,n280,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a281,n281,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a282,n282,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a283,n283,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a284,n284,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a285,n285,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a286,n286,3,0.25,0.06521739130434782,0.9375,0.4,0.3,0.3,0.4008152173913043,False
a287,n287,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
a288,n288,4,0.0,0.08695652173913043,1.0,0.4,0.3,0.3,0.32608695652173914,False
